unique_input_record_identifier,input_title,lookup_key,input_writers,input_performers,database_song_code,database_song_title,database_song_writers
2uOctwnoNqfkEVwEwqzLHt,Africans,AFRICAN,"Farhad Samadzada,Nneka-Lucia Egbuna,Sven Waje",Nneka,142352368,AFRICANS,WAJE S/SAMADZADA F/EGBUNA N
4lRgXXGKwulNmOP9IPFE9I,Bout Mine,BOUTMINE,"A. Thompson,L. Smith,M. Seymour,M. Young,T. CASTILLO,W. Roberts",Trick Daddy,129652303,'BOUT MINE,YOUNG/ROBERTS/SEYMOUR/CASTILLO/THOMPSON
11cLIOqkyRLR3huCNp3XmH,"Sonata for Violin and Basso Continuo in E Minor, TWV 41:e8: IV. Allegro",SONATAFORVIOLIN&BASOCONTI,Georg Philipp Telemann,Boris Begelman,NO MATCH,NO MATCH,NO MATCH
3FF9wbD0NhvitcpIl4475p,"Introducing Pikuniku Again, Trailer 2",INTRODUCINPIKUNIKUAGAINTR,Calum Bowen,Calum Bowen,155754994,"INTRODUCING PIKUNIKU AGAIN, TRAILER 2",CALUM BOWEN
2RQsuMwdpU6kJaqXEjWQJ4,Evening Meditation,EVENINMEDITATION,Marco Rinaldo,"Kundalini: Yoga,Meditation,Relaxation",153047862,EVENING MEDITATION,MARCO RINALDO
3UvbQ1Z0TzAcudQGAAqzKq,Parting Gifts,PARTINGIFT,Loene Carmen,Lo Carmen,151001008,PARTING GIFTS,CARMEN LOENE
3NelcGZ46JmV9LqOD1pnxA,Faith (feat. Quavo),FAITH,"AMIR ESMAILIAN,Navraj Goraya,Quavo,Trouble",NAV,154082574,FAITH,GORAYA/MARSHALL/BACCHUS/ESMAILIAN
3vVwpJHliGBdF25iKpUBL9,Egyptian Fantasy,EGYPTIANFANTASY,"Bechet,Reid",Sidney Bechet,100067832,EGYPTIAN FANTASY,/BECHET S/REID J
0Fifn4lBIGM5LG18Whp1Dx,Corners,CORNER,"Denny White,Isaac Slade,Joe King,Julia Michaels",The Fray,114609599,CORNER,DENNISTON M/SULLIVAN D
77mUbCKj0mRaJmDOZZHqp5,The Jinnouchi Family,JINOUCHIFAMILY,Akihiko Matsumoto,Akihiko Matsumoto,151042344,THE JINNOUCHI FAMILY,AKIHIKO MATSUMOTO
7BFXyMBsWhla1B5Sg9eTYJ,Musik im Polkaschwung,MUSIKIMPOLKASCHWUNG,Huby Mayer,Die Fidelen MÃ¶lltaler,151655574,MUSIK IM POLKASCHWUNG,MAYER HUBY
5OIUh3wKcgz17QJeeuN2uM,No Way Out,NOWAYOUT,"Christopher Hjelte,Thomas Sundin",Dr. Living Dead,138393704,NO WAY OUT,THOMSITT S/KUROWSKI K
24CCu1Cu0iyKH6UpgV2DsU,We Believe (Apostle's Creed),WEBELIEVE,"Keith Getty,Kristyn Getty,Stuart Townend",Keith & Kristyn Getty,150030334,WE BELIEVE (APOSTLE'S CREED),GETTY K/LENNOX K/TOWNEND S
0T7HXGIo3QUS0y760PQse0,Seemannslied,SEEMANSLIED,"Eric Hecht,Ingo Hampf,Michael Bodenski",Subway To Sally,135676743,SEEMANNSLIED,BODEN M/HAMPF I/HECHT E/HECHT G
5lAUS46liAnSyUYg7JXlMT,Fiesta: II. Tarantella,FIESTAIITARANTELA,"Scott Tenant (based on Horacio Salinas's compositions for ""Inti Illimani"")",Los Angeles Guitar Quartet,143709826,FIESTA: II. TARANTELLA,SCOTT TENANT
7xnxVpJdZW2LKHuaWAD3Nl,Kadath,KADATH,NECRONOMIDOL,NECRONOMIDOL,NO MATCH,NO MATCH,NO MATCH
06xImgTBqFA091xRsP7b5O,Get Me To The Church On Time,GETMETOCHURCHONTIME,"Alan Jay Lerner,Frederick Loewe",Nat King Cole,NO MATCH,NO MATCH,NO MATCH
7McphnwCoNfmUF8xfDmIz4,Miss U,MISU,"Kruse,Nuernberg,Teeange Mutants","Kruse & Nuernberg,Teenage Mutants",147429460,MISS U,KRUSE/NUERNBERG/TEEANGE MUTANTS
4InHKArd1x3l1jiRuELeEj,Mas Que Nada,MASQUENADA,Jorge Ben Jor,"MC Joe,The Vanillas",133818559,MASQUENADA,GRUNER ERNIE
1cJplXaTMuBgA4qTc90MgW,I Forgot,IFORGOT,Turboweekend,Turboweekend,143062367,I FORGOT,TURBOWEEKEND
781CvX8B4kgvwdfVmWuv94,Cotton Candy (Craig C. Retro Blaster Remix),COTONCANDY,"Chris Castagno,Danny Blumenfeld,Luke Caswell",Amanda Lepore,NO MATCH,NO MATCH,NO MATCH
6ZhlMEJK5UIO1djk8qx9lm,O Caminho,OCAMINHO,Bebel Gilberto,Bebel Gilberto,NO MATCH,NO MATCH,NO MATCH
34iWBchBQIeCeqy3yMLP74,En tid av stulen lycka,ENTIDAVSTULENLYCKA,"Haidi Krohn,Kent Fingal",Lasse Stefanz,144560623,EN TID AV STULEN LYCKA,KENT FINGAL
729IOhIgI8kW0WtgdLCAXJ,The Dancing in Kyle,DANCININKYLE,"Duguid,Pritchard",The Alexander Brothers,NO MATCH,NO MATCH,NO MATCH
6tNlelof8u1o8pIq0DBBSB,The Return,RETURN,Dominic Thomas,Whyte Horses,NO MATCH,NO MATCH,NO MATCH
0u59seilVVIiqnrxZiQPCK,Me Leva Pra Casa,MELEVAPRACASA,"Carlos Roberto Piazolli,Cesar Augusto,JosÃ© Paulo Soares,Mario Campanha,Martinez,Piska",ZezÃ© Di Camargo & Luciano,112173518,ME LEVA PRA CASA,PISKA  /AUGUSTO CESAR  /PLOPSCHI ZENITH
3ZBFngMpeioFtHj0uryZGx,Salaa yksinÃ¤inen nainen,SALAYKSINAINENNAINEN,"Laura NÃ¤rhi,Matti Mikkola",Laura NÃ¤rhi,140359006,SALAA YKSINAINEN NAINEN,MATTI MIKKOLA
1qgmJ4zIuP3PX0M5Exdv98,Happy Go Lucky,HAPYGOLUCKY,Paul Hardcastle,Paul Hardcastle,154519614,HAPPY GO LUCKY,PAUL HARDCASTLE
1zbFYFFp003w3i6o0foVeW,Moonlight Night,MOONLIGHTNIGHT,"-,Robbie van Leeuwen",Shocking Blue,131709695,MOONLIGHT NIGHT,LEEUWEN ROB
5pwfHIykTlUJzzniVC18hl,Music,MUSIC,"Ali Schwarz,Basti Schwarz,Joy Denalane,Peter Hoff",Tiefschwarz,149102550,MUSIC,SCHWARTZ T/WILMS J/UNKNOWN WRITER
0EkGVxpPTlO5774mopmmBn,PasiÃ³n y AdiÃ³s,PASIONYADIO,"Liliana Gimenez,Stefano Micarelli",Alacran,148388590,PASION Y ADIOS (IT),MICARELLI S/GIMENEZ L
2XWOFeKVnwP6X4uJL0s9W8,Funk de Fino,FUNKDEFINO,Graham Drinnan,Gypsy,122425577,FUNK DE FINO,DRINNAN GRAHAM
2FOBFj915HDE0yfLKmZogJ,Empty Batteries,EMPTYBATERIE,"Adam Woloszyn,Bradley Chester Kochmit,Elias Soriano,Rasheed Thomas,Robb Rivera",Nonpoint,154082297,EMPTY BATTERIES,RIVERA/THOMAS/KOCHMIT/WOLOSZYN/SORIANO
2152wA6Fzj72ouJNABlZMC,Omstart,OMSTART,"Eirik Boe,Erik Boe,Erlend Oye,ErlendOye&EirikBoe,Keigo Oyamada",Cornelius,134859668,OMSTART,BOEE E/OEYE E/OYAMADA K
0ygOxj62KAQpaODqo7GVFI,Jigsaw,JIGSAW,Gene Shinozaki,Gene Shinozaki,112291617,JIG SAW,SHRIEVE MICHAEL
2V7QMzG6hyKXQQ8RVuBAZp,Queens,QUEEN,"Her,Zefire",Her,151452403,QUEENS,HER/ZEFIRE
5JKiY5vBCnXPIj5mQHuhJu,Welcome to New Zealand,WELCOMETONEWZEALAND,"Douglas Stenhouse,Katherine Rosina Bee",Kath Bee,149685055,WELCOME TO NEW ZEALAND,BEE K/STENHOUSE D
6F2BORgWIvqv7HgFQ7tUi1,Battle Sirens (feat. Knife Party),BATLESIREN,"Gareth McGrillen,Rob Swire,Tom Morello",Tom Morello,NO MATCH,NO MATCH,NO MATCH
7nwV6uwksCWKqIhJ2Ri7qM,Massage Lounge Music,MASAGELOUNGEMUSIC,Marco Rinaldo,Massage Wellness Moment,151944427,MASSAGE LOUNGE MUSIC,MARCO RINALDO/NIEZNANY
2wsZz1q8bhTnP6I1uvmVGj,Lebe deinen Traum,LEBEDEINENTRAUM,Thomas Hammerl,Oberkrainer Power,146488755,LEBE DEINEN TRAUM,THOMAS HAMMERL
2hw3gvVGXnF50DMHnVBwb2,Doesn't Matter Anyway,DOESNTMATERANYWAY,"Jon Oliva,Paul O'Neill",Savatage,110695506,DOESN'T MATTER ANYWAY,OLIVA J/O'NEILL P
6Oq7fsdhGo8YfK9QqhT2HW,Tearing Me Up,TEARINMEUP,Matt Shelton,Wolverines,129786788,TEARING ME UP,SHELTON MATTHEW
740FyKQuCtseWohjEtW2c0,Everything,EVERYTHIN,"Christopher Cross,Rob Meurer",Christopher Cross,133873581,EVERYTHING,ROSSDALE G/PUTNAM S/NORLAND D
666oy0OHH5qGtJgTnC6tfA,Hello (It's Me Are You There),HELO,Thilo Jacks,Jaqee,154527886,HELLO,JACK BENNETT/JACK GIBSON CLARK/SAMUEL HE
3W3P5rOSOP6gxqZFzSe8xL,Sur mon epaule,SURMONEPAULE,"D. McNeil,E Anais,Philippe Lavil",Philippe Lavil,146537192,SUR MON EPAULE,ANAIS E/LAVIL P/MC NEIL D
1cEX1AYeEul6KJzUvweWdK,Got To Cry,GOTTOCRY,James Brown,James Brown & The Famous Flames,NO MATCH,NO MATCH,NO MATCH
7Fx9WpTSXLTQux8MrXEGkU,The Forest Floor,FORESTFLOOR,Christopher Johnson,"Baba Bubo,Kri Samadhi",NO MATCH,NO MATCH,NO MATCH
4199BdsVeDq0CN0HQpHfQ4,Orange Loft,ORANGELOFT,"Marcel FlorschÃ¼tz,Thomas Knoll",Boss Axis,141002559,ORANGE LOFT,MARCEL FLORSCHUTZ
7M0GaGDy4MMGZxiVMZjMja,Chillout 69,CHILOUT69,Marco Rinaldo,"Beach House Chillout Music Academy,Chillout,Ibiza Chill Out",153476452,CHILL OUT 69,MARCO RINALDO
6hWOzchcVbVHuyA5Mb88bs,Secret Agent,SECRETAGENT,Philip Glass,English Chamber Orchestra,NO MATCH,NO MATCH,NO MATCH
2mkRpRkO1rMnUB6b9fEvYE,Just for Her,JUSTFORHER,The Last Resort,Logic,148380991,JUST FOR HER,LAST RESORT
08r5ou7k9ZaLiHN8TX5RWo,One For My Baby,ONEFORMYBABY,"Harold Arlen,Johnny Mercer",Robbie Williams,101563920,ONE FOR MY BABY,ARLEN H/MERCER J
52gNbUZRu5pY9l5e1ahtkS,A Thousand Years (Sax Melody),THOUSANDYEAR,"Christina Judith Perri,David Hodges",The Rubber Band,120835899,ONE THOUSAND YEARS,/STING/SUMNER G/ELDRIDGE M
7dGkM8V2ONUzPfQ9FdHOVf,Recercada Romanesca,RECERCADAROMANESCA,Diego Ortiz,Capella De La Torre,NO MATCH,NO MATCH,NO MATCH
1M3S6bnTa3mRMLUZqzkUbA,Brand New,BRANDNEW,"Brooklyn JovÃ© Pakathi,Jacques Du Toit,Luca Ronald Zeeman,Nicolas Gonzalez,Wesley Smuts",Climate Control,143218084,BRAND NEW,JACQUES R/MOYNAHAN R
0xdhqG3HQBOBviaMEiPgHR,Tap Tap Tap,TAPTAPTAP,Drumcorps,Drumcorps,152968073,TAP TAP TAP,DRUMCORPS
4EzUG55GQmovhxjqUWSiYo,Gate 3,GATE3,"J. Ginzburg,P. Purgas",Emptyset,139381677,GATE 3,GINZBURG J/PURGAS P
4yoi5sglz8YR3SX2WwPpgC,Our Father,OURFATHER,"Brooke Ligertwood,Jonas Myrin,Scott Ligertwood",Hillsong Worship,139173438,OUR FATHER,BROOKS E/JOHNSON R
2uYnPIbuOAAT6h0pLgF4vQ,Sandman,SANDMAN,Michael E,Michael E,147603846,SANDMAN,MICHAEL E FRITH
5cR93FH9SJKzkS6QhPHg7W,Llamame,LAMAME,"Emmanuel Horvilleur,Rafael Arcaute",Emmanuel Horvilleur,136443293,LLAMAME,HORVILLEUR E/ARCAUTE R
6v8FXSmKMFGwFp23wK1DXD,Tell Me,TELME,"Allan Ayque,Louie Ocampo",Joey Albert,119943215,TELL ME,CAMPBELL D/CAMPBELL A
73liEZrnhX2XNXSLifO2xM,Get Away,GETAWAY,"Andreas Dyre Odbjerg,Andreas Kongsted Jensen,Ben Cauley,Daniel Thorup,David Porter,Haruna James Wasajja,Harvey J Henderson,Ida Kudo HÃ¸ffding,James Alexander,Larry Charles Dodson,Steffen Simon Aba,Willie Hall,Winston Allen Stewart",Kongsted,151965628,THE GETAWAY (REPRISE),ANDE RODERIGO/MICHAEL DORP/MICHAEL RICK/
3swIgDTjS5zcmsVzvTeTMr,The Unicorn,UNICORN,"Shel,Silverstein",The Wayfarers,100125999,UNICORN,SILVERSTEIN SHEL
6rOP9e8fg8PBe5qyJzKvVa,Violet Hill,VIOLETHIL,"C. Martin,M. Buckland. W. Champion,R. Berryman",Vitamin String Quartet,136581645,VIOLET HILL,BERRYMAN/BUCKLAND/CHAMPION/MARTIN
7oIPYcHVsiDZSrHYeA0ogg,Real Love,REALLOVE,Adrianne Elizabeth Lenker,Big Thief,NO MATCH,NO MATCH,NO MATCH
7wZIqkXJOFzhr49aWNpsTw,Spinoza,SPINOZA,"Edward Bartlett Joyner,Grant Evan Widmer",Generationals,143712270,SPINOZA,JOYNER E/WIDMER G
6o6OO0SPFoIDM7j4zrvuNg,Rigor Mortis,RIGORMORTI,"Cyril Neville,George Porter Jr.,Joseph Modeliste,Leo Nocentelli",The Meters,112290190,RIGOR MORTIS,NEVILLE/PORTER/MODELISTE/NOCENTELLI
4BoNrxrQ6V0iKkExokBoKO,Train Song,TRAINSONG,Danny Fishman,Danny Fishman,133148487,TRAIN SONG,FISHER M/STOREY M
1BTzAdZzbFTMOhnpdnVYJ5,Ladies & Gentlemen,LADIES&GENTLEMEN,"Giordano Trivellato,Giuliano Sacchetto,Tobacco Music Edition",Pilates Trainer,142174926,LADIES&GENTLEMEN,ISHIWATARI J/REID K/JENKINS S
4sb1gNU7avV9MXMTA4Rj4l,"Quintet for Horn, Violin, 2 Violas and Bass in E-flat major, K.407: 3. Allegro",QUINTETFORHORNVIOLIN2VIOL,Wolfgang Amadeus Mozart,"Endres Quartet,Sebastian Huber",142336620,"QUINTET FOR HORN, VIOLIN, 2 VIOLAS AND VIOLONCELLO IN E-FLAT",WOLFGANG AMADEUS MOZART
513XZUPAD0HDmvu6YnR4Ga,National Breakout,NATIONALBREAKOUT,"Jimmy Marinos,Michael Skill,Wally Palmar",The Romantics,NO MATCH,NO MATCH,NO MATCH
1N1gJIwsHY0bAQWQ4GForg,Mambo & Cola,MAMBO&COLA,Bebo Best,"Bebo Best,The Super Lounge Orchestra",141681635,MAMBO & COLA,BEBO BEST
0vF8iE7IpyU9zVFlkvyjAB,Drop in the Bucket,DROPINBUCKET,"Bob Dipiero,Kix Brooks",Brooks & Dunn,NO MATCH,NO MATCH,NO MATCH
7kXHxtI2Gx5xnnN3vwjCr8,Driftin',DRIFTIN,P A Greenbaum,Gary Moore,109703859,DRIFTING,GREEN PETER ALAN
7FAX4dW3nnxrj44TqLhL6u,"La Villanella, Prima parte, Pensieri amorosi: Avrilla mia",VILANELAPRIMAPARTEPENSIER,Giovanni Girolamo Kapsberger,"Christina Pluhar,Hans-JÃ¶rg Mammel,Johanette Zomer,L'Arpeggiata,Pino de Vittorio",145576300,"LA VILLANELLA, PRIMA PARTE, PENSIERI AMOROSI: AVRILLA MIA",ANONYMOUS/GIOVANNI GIROLAMO KAPSBERGER
1ZWqjA85CPleeQHeWMPcMx,Being with You,BEINWITHYOU,Bahram Pourmand,Bahramji & Mashti,107765669,BEING WITH YOU,MARIENTHAL E/CURIALE J
03PODiWrfNQ5s5gRwMPsv3,No Place Like Home,NOPLACELIKEHOME,Blake Andrew Keeping,Xavier Blake,133803454,NO PLACE LIKE HOME,ANDERSON/RICAPITO/SALIGNE/GRIFFITHS/SIMO
2vR9jqzDP339D6cFAnytV9,Chronia Polla,CHRONIAPOLA,"Giannis Mplathras,Tasos Mplathras",Dimitris Giotis,139989401,CHRONIA POLLA,GIANNIS MPLATHRAS
6DIktdaHbe32xcqQkpEycq,Ragismena Matia,RAGISMENAMATIA,Vasilis Saleas,Makis Hristodoulopoulos,153469033,RAGISMENA MATIA,ANDREAS SPYROPOULOS/VASILIS SALEAS
3MEjLuXVGxrFBLUUmq0lni,Night Time,NIGHTTIME,"Billy Strayhorn,Duke Ellington",Duke Ellington,124793683,NIGHT TIME,ELLINGTON D /STRAYHORN B /JULIAN D
50J6OByPbz5TYqAP0llB6z,It's Me,ITSME,"Mikkel Storleer Eriksen,P. T. Jackson,Tor Erik Hermansen",Joe,153589164,IT S ME,SOUTHWELL A/CAPPA C/WISNER J
7p22i75SXIAhyumjy99v4t,So Many Pros,SOMANYPRO,"Calvin Broadus,Pharrell Williams",Snoop Dogg,147899177,SO MANY PROS,BROADUS C/WILLIAMS P
6fPPRL9mdV96jPcfZWRCJU,Sunrise,SUNRISE,"Ciaran O'Hagan,Denis Ferran,Dermot O Hagen,Mairtin Mac Cormaic,Micheal Proctor",Waylander,134240740,SUNRISE,MICHAEL DAVID SAMUEL
68w1iX1hdolfLsJSfqwjQj,"Nocturne No.4 In F, Op.15 No.1",NOCTURNENO4INFOP15NO1,FrÃ©dÃ©ric Chopin,Maurizio Pollini,NO MATCH,NO MATCH,NO MATCH
0pZs36idY8uJ5PwOFGUn5O,Grasshopper,GRASHOPER,Nathan Furst,Nathan Furst,145976746,GRASSHOPPER,FURST NATHAN
33GbF5eIO6AKQewAao00mU,Fucking Friend Part II,FUCKINFRIENDPTII,"Thomas Roussel,Yannick Granjean",SomethingALaMode,150190336,FUCKING FRIEND PART II,THOMAS ROUSSEL/YANNICK GRANDJEAN
4bkT8iMD5Zaw9dhixEGykl,Roughstock Riders,ROUGHSTOCKRIDER,Steve Forde,Steve Forde & The Flange,NO MATCH,NO MATCH,NO MATCH
6fcssDZKqYhjGvjqNl3xhC,Frappe',FRAPE,"Stranger (Oleksandr Shevchenko),Stranger (Stefanos Gkogkakos)",Strange Yaga,146475513,FRAPPE,ANONYMOUS/DR
6l09c2CTcYqBhDfLGcQIq2,Medicine Weasel,MEDICINEWEASEL,Nick Pickett,The John Dummer Band,148228579,MEDICINE WEASEL,NICK PICKETT
2uvTsEZExVjUochkvi0oF6,Mangle,MANGLE,"David Cutter,Dyalla Swain","David Cutter Music,Dyalla",149024924,MANGLE,ALEX KORK/ALEX KORK
0z6xGK2u3nSsbk9XeKYwZQ,Flamenco Bolero,FLAMENCOBOLERO,"Carlos Gomez,Gustavo Montesanos Gonzales,Maurice Ravel,Tino Di Geraldo",Gustavo Montesano/Royal Philharmonic Orchestra/Carlos Gomez,NO MATCH,NO MATCH,NO MATCH
4lFTM7ESXwW1LF6OD7BHmS,E-Ne-Me-Ne-Mi-Ne-Moe (The Choice Is Yours To Pull),ENEMENEMINEMOE,"David Jones,Derrick Jones,Johnny Bristol,W. Brown,Wade Jr. Brown",The Jackson 5,136315966,E-NE-ME-NE-MI-NE-MOE (THE CHOICE IS YOURS TO PULL),BRISTOL J/BROWN W/JONES J
0z0daz3KNGeSVxM6Qe0smA,Port Na BpucaÃ­,PORTNABPUCAI,Cillian Vallely,Cillian Vallely,354749280,PORT NA BPUCAI (BBCPM077),ANDERSON I/COADY A/DP
2Fv1gdO61J4vLp1bq0lT1g,If I Had Any Sense I'd Go Back Home,IFIHADANYSENSEIDGOBACKHOM,Rose Marie McCoy,"Dr. John,Irma Thomas",117577610,IF I HAD ANY SENSE I'D GO BACK HOME,MCCOY ROSE MARIE
7bylr8wnu3JviCT30GM1Va,Smoke Gets in Your Eyes,SMOKEGETSINYOUREYE,Otto Harbach,Earl Bostic,NO MATCH,NO MATCH,NO MATCH
184TJwsbJeji7SZPhnKyKR,No. 8,NO8,"Brady Watt,Patrick Baril,utril rhaburn",Statik Selektah,152903412,NO. 8,BARIL/BRADY/CARRILLO/PRICE/RHABURN/WORTH
2CcvYEMyJkdrSSroblMW5P,FaydasÄ±z,FAYDASIZ,Murat Kursun,Ayhan AÅan,148670600,FAYDASIZ (TR),MURAT KURSUN/METIN ASLAN
2X5IoY7eKXEmVSypB065f6,"Vinyl Concept Tape, Vol.1 Index N09",VINYLCONCEPTTAPEVOL1INDEX,DJ Kaze,DJ Kaze,NO MATCH,NO MATCH,NO MATCH
2dd58PbAp6Nv8ux50XbLb6,If You Give Me Your Heart,IFYOUGIVEMEYOURHEART,Jimmy Lewis,Little Milton,111300007,IF YOU'LL GIVE ME YOUR HEART,LEWIS JAMES E
3xInfkcNCM3WkEhLWq21uS,Hold On For Your Life,HOLDONFORYOURLIFE,"Blake Bollinger,Sam Tinnesz",Tommee Profitt,149984218,HOLD ON FOR YOUR LIFE,BOLLINGER W/TINNESZ S
2KGkKOny2fds0NAFSNJBR6,Will You Love Me Tomorrow,WILYOULOVEMETOMOROW,"Carole King,Gerald Goffin",Bobby Vee,102782381,WILL YOU LOVE ME TOMORROW,KING C/GOFFIN G
3WVM49k4ID2lpgLjd55vzN,No Worries,NOWORIE,"Gary Allan,Odie Blackmon,Pat McLaughlin",Gary Allan,143936738,NO WORRIES,MCLAUGHLIN P/HERZBERG G/BLACKMON C
7kFovgV7zKSKguLgsyGhGI,Four Twenty Seven,FOURTWENTYSEVEN,L. McMillan,The DJ Producer,NO MATCH,NO MATCH,NO MATCH
0gNzvlgWwOfrix6BaOeFVo,For Heavenâs Sake,FORHEAVENSSAKE,"Don Meyer,Elise Bretton,Sherman Edwards",Wes Montgomery,NO MATCH,NO MATCH,NO MATCH
7FEvUEbsfQmMqgkPN5TKZc,Onda Do Arraial,ONDADOARAIAL,"Armandinho,Dora Vergueiro",Armandinho,136131485,ONDA DO ARRAIAL,DE SILVEIRA A/VERGUEIRO D
75YS5bfQSol8GCoAvbmNaN,The Golden Age of Rock 'n' Roll,GOLDENAGEOFROCK&ROL,Ian Hunter,Mott The Hoople,NO MATCH,NO MATCH,NO MATCH
1VUjE82FR4JcmUakYBVTTn,Fark Atiyor,FARKATIYOR,"Sinan AkÃ§Ä±l,Tamim Gallal",Sinan AkÃ§Ä±l,147198340,FARK ATIYOR (TR),SINAN AKCIL/TAMIM GALLAL
0Tasv0fVj3DE7bGiuxwQp2,Schattenspiel,SCHATENSPIEL,V.Bertelmann,Hauschka,143926827,SCHATTENSPIEL,BERTELMANN VOLKER
5P9JSDgtyv01U04yUXDL7u,Pretender,PRETENDER,Klaas Gerling,Klaas,NO MATCH,NO MATCH,NO MATCH
0caUoX71D8MNwFagsN5QzF,Teddy Acapulco,TEDYACAPULCO,Zsolt Jakab,Vono Box,133982666,TEDDY ACAPULCO,JAKAB ZSOLT
3fj6YntHiA9D9wbOy7sA8c,Big Blue,BIGBLUE,Jan Hammer,Clarence Clemons,150519462,BIG BLUE,HAMMER J/HAMMER J
04zIl0G0yzmRuBYWB8im1f,Shine,SHINE,Justin Clarke,"Congress of Animals,Justin Firefly Clarke",109846348,SHINE,CLARK B/COSGROVE B/NIKOLAS S/SIBLEY B
7iAQj0IxTJ5Zw6Ar9oP2fV,Games,GAME,"Demi Lovato,Sean Douglas,Trevor David Brown,Warren Felder,William Zaire Simmons",Demi Lovato,140504328,GAME,WILLIAMS R/CHAMBERS G
4wIJhBXOSCWtCtmgYNoB67,Burning Passion,BURNINPASION,G. Vern,Francisca Guido,111630185,BURNING PASSION,GIUSSANI C/KING G/FINN M
6jweF2IOIwxjYQ7pXFwpwX,Heatwave,HEATWAVE,Jay Watson,GUM,151031272,HEATWAVE,WATSON JAY WESLEY
3XEx16BTvG62jF4bnB4S6v,"December, 1963 (oh, What a Night)",DECEMBER1963,"B.Gaudio,J Parker",Broadway Singers,102421171,DECEMBER 1963 (OH WHAT A NIGHT),GAUDIO R/PARKER J
4dY97GUDuUSkx8HajakKS6,All in Black,ALINBLACK,"David Haley,David Hill,Tony Forde",King,149951758,ALL IN BLACK,HILL D/FORDE T
2tpiNIdAInCVopLATG1dan,River of Pain,RIVEROFPAIN,Luke Morley,Thunder,108753534,RIVER OF PAIN,MORLEY LUKE
6xRMUk4GauxcipDHS4Lt2r,The Battle For Straight Time,BATLEFORSTRAIGHTTIME,Carl Newman,A.C. Newman,133643709,BATTLE FOR STRAIGHT TIME,/NEWMAN CARL ALLAN/NEWMAN A C
4D45h765OwTlFEUJSYRSRo,"Violin Sonata No. 1 in G Minor, BWV 1001: IV. Presto",VIOLINSONATANO1INGMINORBW,Johann Sebastian Bach,Aaron Rosand,151916490,"VIOLIN SONATA NO. 1 IN G MINOR, BWV 1001: IV. PRESTO",JOHANN SEBASTIAN BACH/ALAN VEGA MARTIN R
5pNrZgIiBeKnK5lGvgqnKi,Sunfall,SUNFAL,"Ben Grayson,Jake Mason",Jake Mason Trio,135028315,SUNFALL,MASON J/GRAYSON B
75qoUC3RbSjDi3D1tgZFlI,"Piano Quartet in D Minor, Op. 25: III. Allegretto grazioso",PIANOQUARTETINDMINOROP25I,Dora PejaÄeviÄ,"Oliver Triendl,Quatuor Sine Nomine",155921236,"PIANO QUARTET IN D MINOR, OP. 25: IV. ALLEGRO COMODO",DORA PEJACEVIC
5UwEOdcJfbATw8iNU3JVMu,Sana Ikaw,SANAIKAW,"Mark Escueta,Michael Elgar,Nathan Azarcon,Ryan Peralta",Rivermaya,152997889,SANA IKAW,NATHAN AZARCON/MARK ESCUETA/MICHAEL ELGA
13zOGnAr2Rpcbp2agucROW,Streamlined Cannon Ball,STREAMLINEDCANONBAL,Roy Acuff,Roy Acuff,NO MATCH,NO MATCH,NO MATCH
56aDDLjXsX3mblX2YTG3b9,Please Please Please,PLEASEPLEASEPLEASE,"Adam Olenius,Carl von Arbin,Eric Edman,Paola Stenborg,Ted Malmros",Shout Out Louds,133976845,PLEASE PLEASE PLEASE,OLENIUS ADAM BENGT WALDEMAR
5urhUYCBXmsPEw00gY5hab,Domn Al Domnilor,DOMNALDOMNILOR,Gabriel Gorcea,Speranta si Prietenii,149295779,DOMN AL DOMNILOR,GABRIEL GORCEA
6nsZ23hRFXCVkk9NwuzAz0,Sidewalk Safari,SIDEWALKSAFARI,"Caroline Polachek,Kurt Feldman,Patrick Wimberly",Chairlift,142077424,SIDEWALK SAFARI,POLACHEK C/WIMBERLY J/FELDMAN K
7GV2C2AwDJO5eXi3xlnuiJ,Hymne A L'amour,HYMNELAMOUR,"Marguerite AngÃ¨le Monnot,Ãdith Piaf",Emma Hamilton,141713656,L'HYMNE L'AMOUR,UNKNOWN
5rN0wuSZzpth7FquoCoryM,Friendly,FRIENDLY,"Anita Skorgan,Jahn Teigen",Debrah Scarlett,140281182,FRIENDLY (REMASTERED 2009),ANITA SKORGAN
16AcDrHtbRxGg4BT5JJPcu,Tenebrae,TENEBRAE,John Maus,John Maus,141270590,TENEBRAE,MAUS JOHN PATRICK
1rSvlJ7qFB4MBMSdMFvTDu,Dance - Radio Edit,DANCERADIOEDIT,Max Manie,Max Manie,NO MATCH,NO MATCH,NO MATCH
3HR2NYZi2TpOd7f1krzH5j,Sunday,SUNDAY,Mitch Murder,Mitch Murder,154542166,SUNDAY,MITCH MURDER
3NwRKOcOr7XYtECPXiq5Bi,Habiba,HABIBA,Bappi Lahiri,"Bappi Lahiri,Rema Lahiri",101209712,HABIBA,LAHIRI B/USMAR F/PHILLIPS M
5JsqDtMr2kndvBcOmMZBDk,Non-Handler,NONHANDLER,"Mara TK,Riki Gooch,Wairere Ropata",Aja,155780966,NON-HANDLER,GOOCH/HERANGI/RILEY/ROPATA BARNSLEY/TEKA
